"Pharmaceutical","Pharmaceutical.1","Chemical_Class","Treated_As_FOR_PkA","target_Kd","target_LogKd","structure_Neg","structure_MV","structure_UI","structure_RB","structure_DB","soil_pH","soil_TOC"
"Verapamil","Verapamil","Base","Base",18071,4.256982186,0,429.4,3.807,14,0,7.35,1.434
"Verapamil","Verapamil","Base","Base",17756,4.249345136,0,429.4,3.807,14,0,7.43,1.227
"Verapamil","Verapamil","Base","Base",35503,4.550265052,0,429.4,3.807,14,0,7.18,4.53
"Verapamil","Verapamil","Base","Base",3152,3.498586209,0,429.4,3.807,14,0,6.73,3.259
"Verapamil","Verapamil","Base","Base",12514,4.097396151,0,429.4,3.807,14,0,7.39,3.539
"Cimetidine","Cimetidine","Base","Base",109.28,2.038540686,0,198.2,3,8,1,6.04,4.073
"Cimetidine","Cimetidine","Base","Base",101.91,2.008216802,0,198.2,3,8,1,3.19,5.897
"Cimetidine","Cimetidine","Base","Base",59.122,1.771749117,0,198.2,3,8,1,5.29,3.225
"Cimetidine","Cimetidine","Base","Base",41.845,1.621643572,0,198.2,3,8,1,6.73,3.479
"Cimetidine","Cimetidine","Base","Base",19.043,1.279735367,0,198.2,3,8,1,4.76,1.338
"Cimetidine","Cimetidine","Base","Base",20.214,1.305652261,0,198.2,3,8,1,5.17,1.447
"Cimetidine","Cimetidine","Base","Base",22.726,1.356523002,0,198.2,3,8,1,7.4,1.882
"Cimetidine","Cimetidine","Base","Base",134.93,2.13010852,0,198.2,3,8,1,7.07,1.813
"Cimetidine","Cimetidine","Base","Base",48.971,1.689938973,0,198.2,3,8,1,7.35,1.434
"Cimetidine","Cimetidine","Base","Base",37.915,1.57881106,0,198.2,3,8,1,7.43,1.227
"Cimetidine","Cimetidine","Base","Base",92.913,1.968076483,0,198.2,3,8,1,7.18,4.53
"Cimetidine","Cimetidine","Base","Base",80.814,1.907486603,0,198.2,3,8,1,6.73,3.259
"Cimetidine","Cimetidine","Base","Base",86.343,1.936227134,0,198.2,3,8,1,7.39,3.539
"Cotinine","Cotinine","Neutral","Neutral",2.6,0.414973348,0,153.7,3,1,1,6.04,4.073
"Cotinine","Cotinine","Neutral","Neutral",11.516,1.061301656,0,153.7,3,1,1,3.19,5.897
"Cotinine","Cotinine","Neutral","Neutral",1.46,0.164352856,0,153.7,3,1,1,5.29,3.225
"Cotinine","Cotinine","Neutral","Neutral",0.317,-0.498940738,0,153.7,3,1,1,6.73,3.479
"Cotinine","Cotinine","Neutral","Neutral",2.47,0.392696953,0,153.7,3,1,1,4.76,1.338
"Cotinine","Cotinine","Neutral","Neutral",1.493,0.174059808,0,153.7,3,1,1,5.17,1.447
"Cotinine","Cotinine","Neutral","Neutral",0.698,-0.156144577,0,153.7,3,1,1,7.4,1.882
"Cotinine","Cotinine","Neutral","Neutral",1.09,0.037426498,0,153.7,3,1,1,7.07,1.813
"Cotinine","Cotinine","Neutral","Neutral",1.041,0.01745073,0,153.7,3,1,1,7.35,1.434
"Cotinine","Cotinine","Neutral","Neutral",0.677,-0.169411331,0,153.7,3,1,1,7.43,1.227
"Cotinine","Cotinine","Neutral","Neutral",1.485,0.171726454,0,153.7,3,1,1,7.18,4.53
"Cotinine","Cotinine","Neutral","Neutral",1.539,0.18723862,0,153.7,3,1,1,6.73,3.259
"Cotinine","Cotinine","Neutral","Neutral",2.091,0.320354033,0,153.7,3,1,1,7.39,3.539
"Diazepam","Diazepam","Neutral","Neutral",48.968,1.689912366,0,225.9,3.907,1,2,6.04,4.073
"Diazepam","Diazepam","Neutral","Neutral",129.87,2.113508841,0,225.9,3.907,1,2,3.19,5.897
"Diazepam","Diazepam","Neutral","Neutral",32.952,1.517881779,0,225.9,3.907,1,2,5.29,3.225
"Diazepam","Diazepam","Neutral","Neutral",29.917,1.475918041,0,225.9,3.907,1,2,6.73,3.479
"Diazepam","Diazepam","Neutral","Neutral",8.712,0.940117867,0,225.9,3.907,1,2,4.76,1.338
"Diazepam","Diazepam","Neutral","Neutral",16.077,1.206205012,0,225.9,3.907,1,2,5.17,1.447
"Diazepam","Diazepam","Neutral","Neutral",20.367,1.308927063,0,225.9,3.907,1,2,7.4,1.882
"Diazepam","Diazepam","Neutral","Neutral",26.097,1.416590586,0,225.9,3.907,1,2,7.07,1.813
"Diazepam","Diazepam","Neutral","Neutral",25.404,1.404902104,0,225.9,3.907,1,2,7.35,1.434
"Diazepam","Diazepam","Neutral","Neutral",21.857,1.339590552,0,225.9,3.907,1,2,7.43,1.227
"Diazepam","Diazepam","Neutral","Neutral",66.015,1.819642628,0,225.9,3.907,1,2,7.18,4.53
"Diazepam","Diazepam","Neutral","Neutral",34.336,1.5357497,0,225.9,3.907,1,2,6.73,3.259
"Diazepam","Diazepam","Neutral","Neutral",47.891,1.680253906,0,225.9,3.907,1,2,7.39,3.539
"Diltiazem","Diltiazem","Base","Base",347.91,2.541466912,0,327.6,3.907,7,2,6.04,4.073
"Diltiazem","Diltiazem","Base","Base",292,2.465382851,0,327.6,3.907,7,2,3.19,5.897
"Diltiazem","Diltiazem","Base","Base",101.84,2.007918391,0,327.6,3.907,7,2,5.29,3.225
"Diltiazem","Diltiazem","Base","Base",120.39,2.080590414,0,327.6,3.907,7,2,6.73,3.479
"Diltiazem","Diltiazem","Base","Base",28.029,1.447607604,0,327.6,3.907,7,2,4.76,1.338
"Diltiazem","Diltiazem","Base","Base",46.498,1.667434273,0,327.6,3.907,7,2,5.17,1.447
"Diltiazem","Diltiazem","Base","Base",204.89,2.311520762,0,327.6,3.907,7,2,7.4,1.882
"Diltiazem","Diltiazem","Base","Base",544.64,2.736109534,0,327.6,3.907,7,2,7.07,1.813
"Diltiazem","Diltiazem","Base","Base",410.09,2.612879179,0,327.6,3.907,7,2,7.35,1.434
"Diltiazem","Diltiazem","Base","Base",349.65,2.543633533,0,327.6,3.907,7,2,7.43,1.227
"Diltiazem","Diltiazem","Base","Base",959.62,2.982099291,0,327.6,3.907,7,2,7.18,4.53
"Diltiazem","Diltiazem","Base","Base",231.06,2.363724769,0,327.6,3.907,7,2,6.73,3.259
"Diltiazem","Diltiazem","Base","Base",790.84,2.898088627,0,327.6,3.907,7,2,7.39,3.539
"Lidocaine","Lidocaine","Base","Base",7.214,0.858176138,0,238.8,3,5,1,6.04,4.073
"Lidocaine","Lidocaine","Base","Base",14.248,1.153753906,0,238.8,3,5,1,3.19,5.897
"Lidocaine","Lidocaine","Base","Base",2.154,0.333245699,0,238.8,3,5,1,5.29,3.225
"Lidocaine","Lidocaine","Base","Base",2.506,0.398981067,0,238.8,3,5,1,6.73,3.479
"Lidocaine","Lidocaine","Base","Base",1.031,0.013258665,0,238.8,3,5,1,4.76,1.338
"Lidocaine","Lidocaine","Base","Base",1.324,0.121887985,0,238.8,3,5,1,5.17,1.447
"Lidocaine","Lidocaine","Base","Base",2.716,0.433929766,0,238.8,3,5,1,7.4,1.882
"Lidocaine","Lidocaine","Base","Base",6.376,0.804548308,0,238.8,3,5,1,7.07,1.813
"Lidocaine","Lidocaine","Base","Base",4.891,0.689397663,0,238.8,3,5,1,7.35,1.434
"Lidocaine","Lidocaine","Base","Base",3.619,0.558588583,0,238.8,3,5,1,7.43,1.227
"Lidocaine","Lidocaine","Base","Base",8.627,0.935859798,0,238.8,3,5,1,7.18,4.53
"Lidocaine","Lidocaine","Base","Base",3.849,0.585347911,0,238.8,3,5,1,6.73,3.259
"Lidocaine","Lidocaine","Base","Base",7.614,0.881612872,0,238.8,3,5,1,7.39,3.539
"Lincomycin","Lincomycin","Base","Base",7.579,0.879611907,0,313.3,1,7,1,6.04,4.073
"Lincomycin","Lincomycin","Base","Base",4.317,0.635182049,0,313.3,1,7,1,3.19,5.897
"Lincomycin","Lincomycin","Base","Base",3.388,0.529943402,0,313.3,1,7,1,5.29,3.225
"Lincomycin","Lincomycin","Base","Base",2.88,0.459392488,0,313.3,1,7,1,6.73,3.479
"Lincomycin","Lincomycin","Base","Base",2.205,0.343408594,0,313.3,1,7,1,4.76,1.338
"Lincomycin","Lincomycin","Base","Base",1.01,0.004321374,0,313.3,1,7,1,5.17,1.447
"Lincomycin","Lincomycin","Base","Base",2.211,0.344588743,0,313.3,1,7,1,7.4,1.882
"Lincomycin","Lincomycin","Base","Base",5.044,0.702775078,0,313.3,1,7,1,7.07,1.813
"Lincomycin","Lincomycin","Base","Base",3.162,0.499961866,0,313.3,1,7,1,7.35,1.434
"Lincomycin","Lincomycin","Base","Base",2.288,0.35945602,0,313.3,1,7,1,7.43,1.227
"Lincomycin","Lincomycin","Base","Base",9.529,0.979047327,0,313.3,1,7,1,7.18,4.53
"Lincomycin","Lincomycin","Base","Base",2.252,0.352568386,0,313.3,1,7,1,6.73,3.259
"Lincomycin","Lincomycin","Base","Base",5.364,0.729488769,0,313.3,1,7,1,7.39,3.539
"Loratadine","Loratadine","Neutral/weak base","Neutral/weak base",848.76,2.928784904,0,303.5,3.907,2,2,6.04,4.073
"Loratadine","Loratadine","Neutral/weak base","Neutral/weak base",779.66,2.891905254,0,303.5,3.907,2,2,3.19,5.897
"Loratadine","Loratadine","Neutral/weak base","Neutral/weak base",644.03,2.808906098,0,303.5,3.907,2,2,5.29,3.225
"Loratadine","Loratadine","Neutral/weak base","Neutral/weak base",361.05,2.557567349,0,303.5,3.907,2,2,6.73,3.479
"Loratadine","Loratadine","Neutral/weak base","Neutral/weak base",193.29,2.286209386,0,303.5,3.907,2,2,4.76,1.338
"Loratadine","Loratadine","Neutral/weak base","Neutral/weak base",314.04,2.496984969,0,303.5,3.907,2,2,5.17,1.447
"Loratadine","Loratadine","Neutral/weak base","Neutral/weak base",270.62,2.43235989,0,303.5,3.907,2,2,7.4,1.882
"Loratadine","Loratadine","Neutral/weak base","Neutral/weak base",499.31,2.698370264,0,303.5,3.907,2,2,7.07,1.813
"Loratadine","Loratadine","Neutral/weak base","Neutral/weak base",457.71,2.660590401,0,303.5,3.907,2,2,7.35,1.434
"Loratadine","Loratadine","Neutral/weak base","Neutral/weak base",369.92,2.568107812,0,303.5,3.907,2,2,7.43,1.227
"Loratadine","Loratadine","Neutral/weak base","Neutral/weak base",1209.7,3.082677681,0,303.5,3.907,2,2,7.18,4.53
"Loratadine","Loratadine","Neutral/weak base","Neutral/weak base",830.82,2.919506943,0,303.5,3.907,2,2,6.73,3.259
"Loratadine","Loratadine","Neutral/weak base","Neutral/weak base",742.34,2.870602863,0,303.5,3.907,2,2,7.39,3.539
"Metronidazole","Metronidazole","Neutral/weak base","Neutral/weak base",1.768,0.247482261,0,117.9,2.807,3,1,6.04,4.073
"Metronidazole","Metronidazole","Neutral/weak base","Neutral/weak base",5.668,0.753429842,0,117.9,2.807,3,1,3.19,5.897
"Metronidazole","Metronidazole","Neutral/weak base","Neutral/weak base",0.944,-0.025028006,0,117.9,2.807,3,1,5.29,3.225
"Metronidazole","Metronidazole","Neutral/weak base","Neutral/weak base",0.702,-0.153662888,0,117.9,2.807,3,1,6.73,3.479
"Metronidazole","Metronidazole","Neutral/weak base","Neutral/weak base",0.595,-0.225483034,0,117.9,2.807,3,1,4.76,1.338
"Metronidazole","Metronidazole","Neutral/weak base","Neutral/weak base",0.698,-0.156144577,0,117.9,2.807,3,1,5.17,1.447
"Metronidazole","Metronidazole","Neutral/weak base","Neutral/weak base",1.002,0.000867722,0,117.9,2.807,3,1,7.4,1.882
"Metronidazole","Metronidazole","Neutral/weak base","Neutral/weak base",1.01,0.004321374,0,117.9,2.807,3,1,7.07,1.813
"Metronidazole","Metronidazole","Neutral/weak base","Neutral/weak base",1.097,0.040206628,0,117.9,2.807,3,1,7.35,1.434
"Metronidazole","Metronidazole","Neutral/weak base","Neutral/weak base",0.875,-0.057991947,0,117.9,2.807,3,1,7.43,1.227
"Metronidazole","Metronidazole","Neutral/weak base","Neutral/weak base",1.382,0.140508043,0,117.9,2.807,3,1,7.18,4.53
"Metronidazole","Metronidazole","Neutral/weak base","Neutral/weak base",0.786,-0.104577454,0,117.9,2.807,3,1,6.73,3.259
"Metronidazole","Metronidazole","Neutral/weak base","Neutral/weak base",1.311,0.117602692,0,117.9,2.807,3,1,7.39,3.539
"Nevirapine","Nevirapine","Neutral/weak base","Neutral/weak base",10.114,1.004922949,0,197.3,3.807,1,1,6.04,4.073
"Nevirapine","Nevirapine","Neutral/weak base","Neutral/weak base",33.944,1.530763019,0,197.3,3.807,1,1,3.19,5.897
"Nevirapine","Nevirapine","Neutral/weak base","Neutral/weak base",3.561,0.551571974,0,197.3,3.807,1,1,5.29,3.225
"Nevirapine","Nevirapine","Neutral/weak base","Neutral/weak base",4.779,0.679337031,0,197.3,3.807,1,1,6.73,3.479
"Nevirapine","Nevirapine","Neutral/weak base","Neutral/weak base",1.706,0.231979027,0,197.3,3.807,1,1,4.76,1.338
"Nevirapine","Nevirapine","Neutral/weak base","Neutral/weak base",1.762,0.246005904,0,197.3,3.807,1,1,5.17,1.447
"Nevirapine","Nevirapine","Neutral/weak base","Neutral/weak base",3.131,0.495683068,0,197.3,3.807,1,1,7.4,1.882
"Nevirapine","Nevirapine","Neutral/weak base","Neutral/weak base",2.515,0.400537989,0,197.3,3.807,1,1,7.07,1.813
"Nevirapine","Nevirapine","Neutral/weak base","Neutral/weak base",3.389,0.530071569,0,197.3,3.807,1,1,7.35,1.434
"Nevirapine","Nevirapine","Neutral/weak base","Neutral/weak base",2.467,0.392169149,0,197.3,3.807,1,1,7.43,1.227
"Nevirapine","Nevirapine","Neutral/weak base","Neutral/weak base",6.191,0.791760804,0,197.3,3.807,1,1,7.18,4.53
"Nevirapine","Nevirapine","Neutral/weak base","Neutral/weak base",4.387,0.642167634,0,197.3,3.807,1,1,6.73,3.259
"Nevirapine","Nevirapine","Neutral/weak base","Neutral/weak base",6.811,0.83321088,0,197.3,3.807,1,1,7.39,3.539
"Triamterene","Triamterene","Neutral/weak base","Neutral/weak base",1453.8,3.162504665,0,149.5,4.17,1,0,6.04,4.073
"Triamterene","Triamterene","Neutral/weak base","Neutral/weak base",2108.2,3.323911809,0,149.5,4.17,1,0,3.19,5.897
"Triamterene","Triamterene","Neutral/weak base","Neutral/weak base",1497.8,3.175453826,0,149.5,4.17,1,0,5.29,3.225
"Triamterene","Triamterene","Neutral/weak base","Neutral/weak base",323.04,2.509256302,0,149.5,4.17,1,0,6.73,3.479
"Triamterene","Triamterene","Neutral/weak base","Neutral/weak base",360.15,2.556483419,0,149.5,4.17,1,0,4.76,1.338
"Triamterene","Triamterene","Neutral/weak base","Neutral/weak base",349.12,2.542974729,0,149.5,4.17,1,0,5.17,1.447
"Triamterene","Triamterene","Neutral/weak base","Neutral/weak base",254.33,2.405397591,0,149.5,4.17,1,0,7.4,1.882
"Triamterene","Triamterene","Neutral/weak base","Neutral/weak base",397.62,2.599468221,0,149.5,4.17,1,0,7.07,1.813
"Triamterene","Triamterene","Neutral/weak base","Neutral/weak base",310.4,2.491921713,0,149.5,4.17,1,0,7.35,1.434
"Triamterene","Triamterene","Neutral/weak base","Neutral/weak base",262.8,2.419625361,0,149.5,4.17,1,0,7.43,1.227
"Triamterene","Triamterene","Neutral/weak base","Neutral/weak base",496.94,2.696303956,0,149.5,4.17,1,0,7.18,4.53
"Triamterene","Triamterene","Neutral/weak base","Neutral/weak base",609.68,2.785101949,0,149.5,4.17,1,0,6.73,3.259
"Triamterene","Triamterene","Neutral/weak base","Neutral/weak base",494.24,2.693937891,0,149.5,4.17,1,0,7.39,3.539
"Trimethoprim","Trimethoprim","Base ","Base ",362.49,2.55929603,0,220.8,3.7,5,0,6.04,4.073
"Trimethoprim","Trimethoprim","Base ","Base ",299.63,2.476585294,0,220.8,3.7,5,0,3.19,5.897
"Trimethoprim","Trimethoprim","Base ","Base ",123.65,2.092194121,0,220.8,3.7,5,0,5.29,3.225
"Trimethoprim","Trimethoprim","Base ","Base ",86.896,1.938999785,0,220.8,3.7,5,0,6.73,3.479
"Trimethoprim","Trimethoprim","Base ","Base ",29.477,1.469483281,0,220.8,3.7,5,0,4.76,1.338
"Trimethoprim","Trimethoprim","Base ","Base ",41.892,1.622131095,0,220.8,3.7,5,0,5.17,1.447
"Trimethoprim","Trimethoprim","Base ","Base ",71.092,1.851820732,0,220.8,3.7,5,0,7.4,1.882
"Trimethoprim","Trimethoprim","Base ","Base ",196.28,2.292876049,0,220.8,3.7,5,0,7.07,1.813
"Trimethoprim","Trimethoprim","Base ","Base ",164.24,2.215478936,0,220.8,3.7,5,0,7.35,1.434
"Trimethoprim","Trimethoprim","Base ","Base ",112.84,2.052463077,0,220.8,3.7,5,0,7.43,1.227
"Trimethoprim","Trimethoprim","Base ","Base ",319.54,2.504525231,0,220.8,3.7,5,0,7.18,4.53
"Trimethoprim","Trimethoprim","Base ","Base ",124.42,2.094890197,0,220.8,3.7,5,0,6.73,3.259
"Trimethoprim","Trimethoprim","Base ","Base ",226.55,2.355164067,0,220.8,3.7,5,0,7.39,3.539
"Tylosin","Tylosin","Base ","Base ",170.87,2.232665819,0,735.3,2.585,13,5,6.04,4.073
"Tylosin","Tylosin","Base ","Base ",9.039,0.956120386,0,735.3,2.585,13,5,3.19,5.897
"Tylosin","Tylosin","Base ","Base ",7.193,0.85691006,0,735.3,2.585,13,5,5.29,3.225
"Tylosin","Tylosin","Base ","Base ",29.127,1.464295756,0,735.3,2.585,13,5,6.73,3.479
"Tylosin","Tylosin","Base ","Base ",3.458,0.538824989,0,735.3,2.585,13,5,4.76,1.338
"Tylosin","Tylosin","Base ","Base ",28.278,1.45144869,0,735.3,2.585,13,5,5.17,1.447
"Tylosin","Tylosin","Base ","Base ",87.903,1.944003697,0,735.3,2.585,13,5,7.4,1.882
"Tylosin","Tylosin","Base ","Base ",1458.9,3.164025524,0,735.3,2.585,13,5,7.07,1.813
"Tylosin","Tylosin","Base ","Base ",490.08,2.690266979,0,735.3,2.585,13,5,7.35,1.434
"Tylosin","Tylosin","Base ","Base ",333.44,2.523017697,0,735.3,2.585,13,5,7.43,1.227
"Tylosin","Tylosin","Base ","Base ",855.78,2.932362133,0,735.3,2.585,13,5,7.18,4.53
"Tylosin","Tylosin","Base ","Base ",244.11,2.387585571,0,735.3,2.585,13,5,6.73,3.259
"Tylosin","Tylosin","Base ","Base ",566.15,2.752931512,0,735.3,2.585,13,5,7.39,3.539
"Glipizide","Glipizide","Acid ","Acid ",12.203,1.086466611,98.13,331.9,4.087,7,4,6.04,4.073
"Glipizide","Glipizide","Acid ","Acid ",232.06,2.365600288,6.9,331.9,4.087,7,4,3.19,5.897
"Glipizide","Glipizide","Acid ","Acid ",33.955,1.530903735,90.32,331.9,4.087,7,4,5.29,3.225
"Glipizide","Glipizide","Acid ","Acid ",4.511,0.654272827,99.61,331.9,4.087,7,4,6.73,3.479
"Glipizide","Glipizide","Acid ","Acid ",13.349,1.125448733,73.36,331.9,4.087,7,4,4.76,1.338
"Glipizide","Glipizide","Acid ","Acid ",15.904,1.201506367,87.62,331.9,4.087,7,4,5.17,1.447
"Glipizide","Glipizide","Acid ","Acid ",2.485,0.395326393,99.92,331.9,4.087,7,4,7.4,1.882
"Glipizide","Glipizide","Acid ","Acid ",3.935,0.594944737,99.82,331.9,4.087,7,4,7.07,1.813
"Glipizide","Glipizide","Acid ","Acid ",5.279,0.722551662,99.91,331.9,4.087,7,4,7.35,1.434
"Glipizide","Glipizide","Acid ","Acid ",2.566,0.409256652,99.92,331.9,4.087,7,4,7.43,1.227
"Glipizide","Glipizide","Acid ","Acid ",7.579,0.879611907,99.86,331.9,4.087,7,4,7.18,4.53
"Glipizide","Glipizide","Acid ","Acid ",7.274,0.861773297,99.61,331.9,4.087,7,4,6.73,3.259
"Glipizide","Glipizide","Acid ","Acid ",6.512,0.813714392,99.91,331.9,4.087,7,4,7.39,3.539
"Naproxen","Naproxen","Acid ","Acid ",5.402,0.73255458,98.61,192.3,3.7,3,1,6.04,4.073
"Naproxen","Naproxen","Acid ","Acid ",243.89,2.387193994,9.09,192.3,3.7,3,1,3.19,5.897
"Naproxen","Naproxen","Acid ","Acid ",8.146,0.910944406,92.64,192.3,3.7,3,1,5.29,3.225
"Naproxen","Naproxen","Acid ","Acid ",2.447,0.388633969,99.71,192.3,3.7,3,1,6.73,3.479
"Naproxen","Naproxen","Acid ","Acid ",13.178,1.119849503,78.79,192.3,3.7,3,1,4.76,1.338
"Naproxen","Naproxen","Acid ","Acid ",13.265,1.122707254,90.52,192.3,3.7,3,1,5.17,1.447
"Naproxen","Naproxen","Acid ","Acid ",1.792,0.253338005,99.94,192.3,3.7,3,1,7.4,1.882
"Naproxen","Naproxen","Acid ","Acid ",1.074,0.031004281,99.87,192.3,3.7,3,1,7.07,1.813
"Naproxen","Naproxen","Acid ","Acid ",2.255,0.353146546,99.93,192.3,3.7,3,1,7.35,1.434
"Naproxen","Naproxen","Acid ","Acid ",1.403,0.147057671,99.94,192.3,3.7,3,1,7.43,1.227
"Naproxen","Naproxen","Acid ","Acid ",2.307,0.363047595,99.9,192.3,3.7,3,1,7.18,4.53
"Naproxen","Naproxen","Acid ","Acid ",5.09,0.706717782,99.71,192.3,3.7,3,1,6.73,3.259
"Naproxen","Naproxen","Acid ","Acid ",3.306,0.519302849,99.94,192.3,3.7,3,1,7.39,3.539
"Phenytoin","Phenytoin","Acid ","Acid ",9.571,0.980957316,0.35,197.9,3.907,2,2,6.04,4.073
"Phenytoin","Phenytoin","Acid","Acid",30.11,1.478710756,0,197.9,3.907,2,2,3.19,5.897
"Phenytoin","Phenytoin","Acid ","Acid ",3.546,0.549738731,0.06,197.9,3.907,2,2,5.29,3.225
"Phenytoin","Phenytoin","Acid","Acid",5.167,0.713238462,1.71,197.9,3.907,2,2,6.73,3.479
"Phenytoin","Phenytoin","Acid ","Acid ",1.236,0.092018471,0.02,197.9,3.907,2,2,4.76,1.338
"Phenytoin","Phenytoin","Acid","Acid",2.87,0.457881897,0.05,197.9,3.907,2,2,5.17,1.447
"Phenytoin","Phenytoin","Acid ","Acid ",4.7,0.672097858,7.52,197.9,3.907,2,2,7.4,1.882
"Phenytoin","Phenytoin","Acid","Acid",2.886,0.460296327,3.66,197.9,3.907,2,2,7.07,1.813
"Phenytoin","Phenytoin","Acid ","Acid ",4.672,0.669502834,6.76,197.9,3.907,2,2,7.35,1.434
"Phenytoin","Phenytoin","Acid","Acid",3.956,0.597256283,8.01,197.9,3.907,2,2,7.43,1.227
"Phenytoin","Phenytoin","Acid ","Acid ",12.637,1.101643985,4.67,197.9,3.907,2,2,7.18,4.53
"Phenytoin","Phenytoin","Acid","Acid",8.541,0.931508722,1.71,197.9,3.907,2,2,6.73,3.259
"Phenytoin","Phenytoin","Acid ","Acid ",9.025,0.955447211,7.36,197.9,3.907,2,2,7.39,3.539
"Sulfadiazine","Sulfadiazine","Acid ","Acid ",2.36,0.372912003,10.09,167.3,3.907,3,2,6.04,4.073
"Sulfadiazine","Sulfadiazine","Acid ","Acid ",193.83,2.287420996,0.01,167.3,3.907,3,2,3.19,5.897
"Sulfadiazine","Sulfadiazine","Acid ","Acid ",1.444,0.159567193,1.96,167.3,3.907,3,2,5.29,3.225
"Sulfadiazine","Sulfadiazine","Acid ","Acid ",1.778,0.249931757,35.46,167.3,3.907,3,2,6.73,3.479
"Sulfadiazine","Sulfadiazine","Acid ","Acid ",1.65,0.217483944,0.58,167.3,3.907,3,2,4.76,1.338
"Sulfadiazine","Sulfadiazine","Acid ","Acid ",2.227,0.347720217,1.49,167.3,3.907,3,2,5.17,1.447
"Sulfadiazine","Sulfadiazine","Acid ","Acid ",1.135,0.054995862,71.99,167.3,3.907,3,2,7.4,1.882
"Sulfadiazine","Sulfadiazine","Acid ","Acid ",1.866,0.270911639,54.59,167.3,3.907,3,2,7.07,1.813
"Sulfadiazine","Sulfadiazine","Acid ","Acid ",3.125,0.494850022,69.61,167.3,3.907,3,2,7.35,1.434
"Sulfadiazine","Sulfadiazine","Acid ","Acid ",2.951,0.469969209,73.36,167.3,3.907,3,2,7.43,1.227
"Sulfadiazine","Sulfadiazine","Acid ","Acid ",4.21,0.624282096,60.77,167.3,3.907,3,2,7.18,4.53
"Sulfadiazine","Sulfadiazine","Acid ","Acid ",5.627,0.750276915,35.46,167.3,3.907,3,2,6.73,3.259
"Sulfadiazine","Sulfadiazine","Acid ","Acid ",4.365,0.639984248,71.53,167.3,3.907,3,2,7.39,3.539
"Sulfamethizole","Sulfamethizole","Acid ","Acid ",4.714,0.673389578,17.61,173,3.807,3,2,6.04,4.073
"Sulfamethizole","Sulfamethizole","Acid ","Acid ",108.68,2.03614963,0.03,173,3.807,3,2,3.19,5.897
"Sulfamethizole","Sulfamethizole","Acid ","Acid ",3.943,0.595826777,3.66,173,3.807,3,2,5.29,3.225
"Sulfamethizole","Sulfamethizole","Acid ","Acid ",0.334,-0.476253533,51.15,173,3.807,3,2,6.73,3.479
"Sulfamethizole","Sulfamethizole","Acid ","Acid ",5.268,0.721645766,1.11,173,3.807,3,2,4.76,1.338
"Sulfamethizole","Sulfamethizole","Acid ","Acid ",3.47,0.540329475,2.8,173,3.807,3,2,5.17,1.447
"Sulfamethizole","Sulfamethizole","Acid ","Acid ",0.596,-0.22475374,83.04,173,3.807,3,2,7.4,1.882
"Sulfamethizole","Sulfamethizole","Acid ","Acid ",0.617,-0.209714836,69.61,173,3.807,3,2,7.07,1.813
"Sulfamethizole","Sulfamethizole","Acid ","Acid ",1.353,0.131297797,81.36,173,3.807,3,2,7.35,1.434
"Sulfamethizole","Sulfamethizole","Acid ","Acid ",0.812,-0.090443971,84,173,3.807,3,2,7.43,1.227
"Sulfamethizole","Sulfamethizole","Acid ","Acid ",1.155,0.062581984,74.69,173,3.807,3,2,7.18,4.53
"Sulfamethizole","Sulfamethizole","Acid ","Acid ",3.108,0.49248101,51.15,173,3.807,3,2,6.73,3.259
"Sulfamethizole","Sulfamethizole","Acid ","Acid ",2.51,0.399673721,82.72,173,3.807,3,2,7.39,3.539
